"data/makifree_2.dat";0;"1 2 3 4";4;0.937387;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.937387;1;1;1;1;0.91831;0.0619718;0;0.0197183;0;0.921127;0.0732394;0.0056338;0;0.0674157;0.924157;0.00842697;0;0;0.0140449;0.985955
"data/makifree_3.dat";0;"1 2 3 4";4;0.895783;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.895783;1;1;1;1;0.977839;0;0;0.0221607;0;0.836207;0.163793;0;0;0.0252809;0.974719;0;0;0.0056338;0.2;0.794366
"data/makifree_1.dat";0;"1 2 3 4";4;0.95506;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.95506;1;1;1;1;0.980282;0;0;0.0197183;0;0.97479;0;0.0252101;0;0.0224719;0.949438;0.0280899;0;0.0646067;0.0196629;0.91573
"data/makifree_2.dat";1;"1 2 3 4";4;0.959218;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.959218;1;1;1;1;0.983099;0;0;0.0169014;0;0.943662;0.056338;0;0;0.0589888;0.929775;0.011236;0;0;0.0196629;0.980337
"data/makifree_3.dat";1;"1 2 3 4";4;0.945132;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.945132;1;1;1;1;0.966759;0;0;0.033241;0;0.971264;0.0143678;0.0143678;0;0.0870787;0.910112;0.00280899;0;0.0309859;0.0366197;0.932394
"data/makifree_1.dat";1;"1 2 3 4";4;0.939593;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.939593;1;1;1;1;0.980282;0.0028169;0;0.0169014;0;1;0;0;0;0.0224719;0.963483;0.0140449;0;0.126404;0.0589888;0.814607
"data/makifree_2.dat";2;"1 2 3 4";4;0.963426;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.963426;1;1;1;1;0.96338;0.0140845;0;0.0225352;0;0.95493;0.0450704;0;0;0.0617978;0.938202;0;0;0;0.00280899;0.997191
"data/makifree_3.dat";2;"1 2 3 4";4;0.897009;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.897009;1;1;1;1;0.972299;0;0;0.0277008;0.00862069;0.655172;0.152299;0.183908;0;0;1;0;0;0;0.0394366;0.960563
"data/makifree_1.dat";2;"1 2 3 4";4;0.940966;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.940966;1;1;1;1;0.935211;0.0478873;0;0.0169014;0;1;0;0;0;0.011236;0.983146;0.00561798;0;0.140449;0.0140449;0.845506
"data/makifree_2.dat";3;"1 2 3 4";4;0.976078;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.976078;1;1;1;1;0.977465;0;0;0.0225352;0;0.957747;0.0422535;0;0;0.0280899;0.97191;0;0;0;0.00280899;0.997191
"data/makifree_3.dat";3;"1 2 3 4";4;0.952246;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.952246;1;1;1;1;0.977839;0;0;0.0221607;0;1;0;0;0;0.0561798;0.94382;0;0;0.0338028;0.0788732;0.887324
"data/makifree_1.dat";3;"1 2 3 4";4;0.901719;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.901719;1;1;1;1;0.923944;0.0591549;0;0.0169014;0;0.876751;0.123249;0;0.00280899;0.00842697;0.974719;0.0140449;0;0.0702247;0.0983146;0.831461
"data/makifree_2.dat";4;"1 2 3 4";4;0.966945;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.966945;1;1;1;1;0.983099;0;0;0.0169014;0;0.946479;0.0478873;0.0056338;0.00280899;0.0505618;0.941011;0.00561798;0;0;0.00280899;0.997191
"data/makifree_3.dat";4;"1 2 3 4";4;0.926263;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.926263;1;1;1;1;0.891967;0.0803324;0;0.0277008;0;0.942529;0.0517241;0.00574713;0;0.0477528;0.952247;0;0;0.0478873;0.0338028;0.91831
"data/makifree_1.dat";4;"1 2 3 4";4;0.924828;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.924828;1;1;1;1;0.870423;0.115493;0;0.0140845;0;0.915966;0.0840336;0;0.00561798;0.0280899;0.957865;0.00842697;0;0.0337079;0.011236;0.955056
"data/makifree_2.dat";5;"1 2 3 4";4;0.966276;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.966276;1;1;1;1;0.983099;0;0;0.0169014;0;0.994366;0;0.0056338;0;0.0646067;0.921348;0.0140449;0;0.011236;0.0224719;0.966292
"data/makifree_3.dat";5;"1 2 3 4";4;0.950065;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.950065;1;1;1;1;0.983379;0;0;0.0166205;0;0.985632;0.00574713;0.00862069;0;0.0926966;0.907303;0;0;0.0338028;0.0422535;0.923944
"data/makifree_1.dat";5;"1 2 3 4";4;0.961408;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.961408;1;1;1;1;0.980282;0;0;0.0197183;0;0.935574;0.0644258;0;0;0.0224719;0.963483;0.0140449;0;0.00842697;0.0252809;0.966292
"data/makifree_2.dat";6;"1 2 3 4";4;0.942309;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.942309;1;1;1;1;0.983099;0;0;0.0169014;0;0.864789;0.121127;0.0140845;0;0.0168539;0.966292;0.0168539;0;0;0.0449438;0.955056
"data/makifree_3.dat";6;"1 2 3 4";4;0.930398;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.930398;1;1;1;1;0.977839;0;0;0.0221607;0;0.991379;0;0.00862069;0;0.0926966;0.907303;0;0;0.0704225;0.084507;0.84507
"data/makifree_1.dat";6;"1 2 3 4";4;0.978909;4000;800;11;0.75;1;50;0.05;1;1;0.1;0;1.2;0.3;0.3;0.2;0.4;1e-005;0.0001;0.0001;0.0001;0.0001;0.978909;1;1;1;1;0.966197;0.0028169;0;0.0309859;0;1;0;0;0;0.0252809;0.97191;0.00280899;0;0.0168539;0.00561798;0.977528
